"oh","go","put","look","one","want","get","see","mommy","know","come","baby","ball","like","book","say","play","back","going","daddy","hi","think","good","make","car","dolly","take","duck","kitty","red","blue","color","two","hm","chair","boy","open","dog","hat","water","turn","bye","bird"
"go","see","one","oh","want","mommy","like","put","baby","look","know","get","make","going","think","play","daddy","come","good","tell","back","boy","take","need","say","book","let","car","house","hi","bear","hm","ball","dolly","box","open","two","water","goes","girl","fish"
"oh","one","want","go","know","like","get","see","put","going","think","tell","mommy","good","play","look","make","take","back","house","say","come","two","need","daddy","time","give","school","let","bed","hm","baby","mom","story","kind","show"
"oh","go","see","one","like","get","put","look","come","know","want","mommy","play","back","think","hm","say","car","make","going","good","take","two","goes","mm","need","let","hi","daddy","tell","way","baby","book","bye","help","house","turn","watch","home"
"oh","go","one","want","get","put","like","look","see","good","mommy","come","baby","play","know","hm","make","going","daddy","say","think","ball","let","back","take","open","car","book","boy","chair","house","tell","kitty","push","goes","box","home","need","two","mm","duck"
"one","oh","know","want","see","like","get","go","come","good","look","put","going","mommy","make","think","say","two","tell","play","take","need","back","hm","let","daddy","baby","boy","way","thing","give","watch","house","girl","book","talk","home","time","wait"
"oh","one","like","want","know","see","get","go","put","look","come","think","two","make","mommy","going","tell","good","take","baby","three","four","play","time","need","say","show","five","give","hm","wait","daddy","thing","back","kind","first","goes"
"oh","know","like","one","get","see","think","go","want","good","put","going","tell","come","look","time","roman","say","two","make","hm","back","take","thing","need","play","kind","mean","things","mommy","daddy","school","let","child","today","give","baby","name"
"go","oh","one","want","investigator","get","see","know","put","like","look","good","going","come","play","mommy","hm","make","daddy","two","tell","take","think","back","baby","book","let","car","say","time","way","house","need","boy","mom","give","read","three","water"
"go","oh","one","see","get","want","put","look","like","know","going","come","mommy","daddy","good","hm","say","make","tell","back","think","take","play","let","need","push","ball","two","way","car","boy","house","give","baby","book","water","mm","help","open","show"
"oh","see","go","like","want","know","one","put","get","good","think","mommy","daddy","going","look","play","come","hm","take","mm","say","need","house","baby","make","tell","let","two","goes","juice","way","give","time","back","car","ross","kind","wait","boy","girl"
"oh","go","see","know","get","like","one","want","look","mommy","come","good","put","baby","boy","think","going","back","say","book","two","daddy","take","play","hm","car","make","time","way","let","read","show","give","mm","need","water","honey","ball","goes"
"want","go","oh","mommy","see","know","like","one","put","baby","get","good","look","come","going","say","daddy","take","make","play","juice","tell","hm","back","open","think","two","let","house","car","color","book","name","turn","mm","ball","help","mom"
"one","oh","go","like","put","see","know","look","get","good","think","want","two","hm","color","play","going","red","blue","green","goes","make","house","dis","come","mommy","book","find","back","baby","need","three","kind","take","daddy","read","mm","say","tell","let","yellow","time"
"oh","go","put","see","like","look","know","one","think","want","get","going","play","mommy","good","take","make","back","come","say","two","baby","hm","house","tell","let","book","daddy","read","need","red","car","bed","people","boy","hi","way","goes"
"want","oh","like","go","put","one","see","get","look","know","going","make","think","play","good","car","come","mommy","take","back","hm","baby","daddy","say","house","need","give","let","two","mom","open","book","tell","way","time","hi","truck","dog","water"
"oh","go","like","one","put","get","want","know","see","look","daddy","make","good","play","come","tell","think","baby","let","book","mommy","take","read","going","house","hm","back","need","two","say","way","water","time","car","hi","thing","show","birthday"
"one","oh","put","go","want","like","see","know","get","mommy","look","make","come","good","baby","think","take","going","play","tell","back","way","time","house","let","hm","say","book","daddy","two","car","need","goes","mom","show","dis","boy"
"oh","want","go","see","one","get","put","like","look","know","good","baby","mommy","think","play","make","come","house","say","back","going","boy","let","hm","take","girl","tell","two","daddy","give","horse","need","nina","mm","book","bed","time","ball","car"
"one","put","oh","see","like","want","go","look","get","think","take","back","know","good","make","play","mommy","going","two","goes","car","come","say","hm","house","need","daddy","dog","read","bear","show","open","boy","truck","way","three","train","baby","help","book","tell","let","box","try"
"oh","mommy","like","want","go","put","see","one","get","look","know","baby","good","going","come","make","think","daddy","two","book","say","back","house","let","water","play","need","take","hm","bear","car","open","time","doggy","color","tell","boy","pop","dolly","read","blue","hi"
"oh","go","see","put","mommy","look","like","want","one","get","think","going","house","make","know","nina","good","come","play","car","take","baby","train","back","daddy","book","dog","goes","say","hm","let","red","give","blue","need","picture","draw","open","tell","horse","toys"
"one","oh","baby","go","see","like","want","get","mommy","look","put","know","good","think","bye","come","say","back","play","book","make","going","take","daddy","ball","hm","two","car","boy","hi","let","need","three","house","give","kitty","way","duck","mama","read"
"go","oh","one","get","like","know","want","see","roman","think","going","put","come","tell","make","house","good","school","two","take","mommy","hm","play","look","need","let","boy","baby","people","say","kind","give","daddy","time","home","us","back","turn"
"oh","want","one","like","look","put","get","go","see","know","baby","think","play","come","good","going","make","mommy","need","hm","take","give","tell","food","back","say","mm","daddy","book","let","water","mom","blue","two","bear","color","boy","read"
