"go","oh","like","put","one","see","get","know","want","think","look","play","make","car","going","need","house","take","good","mommy","people","come","chi","hm","goes","tell","let","back","dog","toys","two","baby","kind","milk","mom","help","say","erin","book","thing","truck"
"oh","go","see","one","like","know","want","get","look","put","come","going","think","mommy","good","make","play","hm","take","back","say","show","tell","house","goes","need","watch","daddy","two","way","things","wait","try","let","time","baby","give","thing","ross"
"know","go","one","oh","want","get","good","tell","like","see","put","going","come","story","un","say","think","time","back","house","look","mommy","school","day","let","take","make","hm","open","two","name","book","talk","today","play","three","cheetah","bed","need"
"oh","one","go","see","get","look","want","put","baby","like","back","cat","mommy","know","kitty","make","think","book","read","come","dog","house","good","going","play","say","turn","hm","ball","bear","let","hat","boy","draw","goes","take","barn","way","two","box","horse","feet","truck"
"baby","mommy","book","doggy","open","ball","daddy","duck","go","hi","juice","mama","see","oh","bye","horse","apple","woof","bubbles","want","puppy","cookie","get","bird","put","kitty","bite","chair","frog","rabbit","eyes","cow","one","nose","say","monkey","shoes","shoe","fish","bottle","box","bunny","hat","car","look","water"
"know","like","oh","one","go","think","get","want","going","see","tell","put","good","come","time","take","back","say","look","mommy","mean","school","make","daddy","roman","hm","baby","kind","play","thing","two","let","saw","things","day","home","birthday"
"want","mom","oh","put","good","get","like","cup","one","mommy","going","go","see","know","spoon","take","drink","make","think","mm","look","daddy","tea","milk","need","baby","juice","give","water","hm","come","honey","mama","let","momma","cheese","table","cut","dad","eating","fork"
"one","oh","know","see","like","go","two","mommy","look","get","think","put","three","come","four","five","book","house","baby","play","good","going","make","tell","back","daddy","read","say","six","want","take","bear","hm","time","let","show","red","seven","things","story","kind"
"color","one","oh","see","want","blue","put","get","like","go","know","draw","make","white","look","play","green","red","good","yellow","mommy","orange","going","come","need","think","take","purple","let","black","back","two","say","pink","daddy","hm","book","ones","tell","birthday","kind","give","mom","matthew"
"dis","de","dat","see","oh","put","go","one","like","know","read","look","get","trunk","make","water","back","two","car","house","going","train","want","mommy","baby","boat","think","book","hm","good","take","goes","wheat","grass","animals","way","come","use","say","truck"
"go","oh","see","put","one","like","get","want","know","come","mommy","back","good","hm","look","think","james","mama","take","say","play","mm","two","daddy","need","going","tape","investigator","make","let","goes","help","baby","give","turn","car","water","time","red","backpack"
"oh","one","go","want","like","get","see","look","mommy","put","good","know","think","baby","make","going","come","two","ate","read","take","daddy","back","play","hm","say","food","egg","mom","water","book","mm","need","bear","cake","green","way","house","turn","tell"
"oh","look","put","see","want","go","like","one","baby","mommy","good","ball","get","going","make","car","think","know","come","play","say","dolly","book","take","red","fish","box","kitty","boy","girl","duck","back","house","bunny","hat","dog","let","give","two","watch","daddy","push"
"one","oh","know","like","get","put","want","go","think","see","good","look","two","come","make","mommy","need","going","say","tell","play","time","three","hm","school","back","take","house","let","give","kind","baby","show","thing","girl","find","child","water","mean"
"go","oh","one","mommy","get","prince","know","see","hi","good","like","daddy","going","want","put","cinderella","come","baby","back","look","story","ball","play","take","think","car","read","turn","home","make","bus","book","tell","sally","hm","stepmother","say","red","boy"
"oh","go","want","see","put","mommy","look","one","get","like","daddy","say","good","hm","think","back","car","play","make","come","take","bear","baby","going","know","push","book","blue","hair","hi","let","house","boy","two","hold","chair","red","need","open","beep","give"
"nina","oh","like","want","know","roman","teddy","see","go","put","one","get","going","mommy","make","look","house","say","come","play","take","think","tell","good","daddy","two","back","give","school","pictures","mother","christmas","let"
"go","oh","get","want","put","one","mommy","see","like","say","take","come","going","play","hm","daddy","good","back","know","think","need","baby","clay","car","make","look","catherine","bed","tape","train","light","time","water","find","give","mm","let","house"
"oh","see","go","know","like","get","want","one","put","going","good","tell","come","think","look","say","play","back","make","take","time","let","hm","mommy","daddy","thing","need","give","baby","watch","us","water","wait","boy","show","stuff","story","way"
"oh","like","know","come","go","get","one","see","bye","want","mm","hm","say","look","put","think","time","good","play","take","tell","baby","let","wait","talk","two","give","going","mommy","back","today","make","daddy","need","thing","stop","school","hi"
"vroom","go","oh","one","get","like","tell","come","going","know","back","see","hm","school","car","put","want","look","good","play","two","make","house","home","take","motorcycle","dinosaur","mom","say","think","saw","sister","us","need","water","let","village"
"roman","oh","know","one","like","go","get","think","good","look","see","put","want","tell","time","make","daddy","kind","back","say","things","dog","take","going","people","hm","mommy","come","way","saw","two","child","book","baby","talk","name","thing","mm"
"oh","go","put","look","one","want","get","like","see","know","think","bed","going","house","good","mommy","take","boy","tell","sleep","back","come","play","baby","make","let","two","daddy","hm","home","need","table","story","girl","say","time","give"
"balloon","one","boy","go","get","see","like","boys","know","red","take","running","tell","put","going","think","oh","want","back","story","looking","come","david","balloons","look","walking","saw","un","let","two","bus","start","time","stop","way","make","need","play","read","say"
"oh","go","get","want","one","like","come","pop","look","see","play","put","good","boy","daddy","know","mommy","going","baby","hm","mm","motorcycle","car","boom","think","make","back","hop","say","tell","help","goes","hulk","fly","hi","let","take","two","ducky","pizza"
